dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
Coffee,local_mean,ridgecv,rocket,0,1.0
Coffee,local_mean,ridgecv,rocket,10,1.0
Coffee,local_mean,ridgecv,rocket,20,1.0
Coffee,local_mean,ridgecv,rocket,30,0.9642857142857143
Coffee,local_mean,ridgecv,rocket,40,0.9642857142857143
Coffee,local_mean,ridgecv,rocket,50,0.8214285714285714
Coffee,local_mean,ridgecv,rocket,60,0.6785714285714286
Coffee,local_mean,ridgecv,rocket,70,0.6071428571428571
Coffee,local_mean,ridgecv,rocket,80,0.6071428571428571
Coffee,local_mean,ridgecv,rocket,90,0.5357142857142857
Coffee,local_mean,ridgecv,rocket,100,0.5357142857142857
Coffee,global_mean,ridgecv,rocket,0,1.0
Coffee,global_mean,ridgecv,rocket,10,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,20,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,30,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,40,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,50,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,60,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,70,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,80,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,90,0.4642857142857143
Coffee,global_mean,ridgecv,rocket,100,0.5357142857142857
Coffee,global_gaussian,ridgecv,rocket,0,1.0
Coffee,global_gaussian,ridgecv,rocket,10,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,20,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,30,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,40,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,50,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,60,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,70,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,80,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,90,0.4642857142857143
Coffee,global_gaussian,ridgecv,rocket,100,0.4642857142857143
Coffee,local_gaussian,ridgecv,rocket,0,1.0
Coffee,local_gaussian,ridgecv,rocket,10,1.0
Coffee,local_gaussian,ridgecv,rocket,20,1.0
Coffee,local_gaussian,ridgecv,rocket,30,0.9285714285714286
