dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
CMJ,global_gaussian,lime_mrseql,rocket,0.4541899441340782
CMJ,global_gaussian,mrseql,rocket,0.4424581005586592
CMJ,global_gaussian,cam,rocket,0.48938547486033523
CMJ,global_gaussian,GS,rocket,0.5156424581005586
CMJ,global_gaussian,IG,rocket,0.5301675977653632
CMJ,global_gaussian,lime_rocket,rocket,0.4592178770949721
CMJ,global_gaussian,random2020,rocket,0.4737430167597765
CMJ,local_gaussian,lime_mrseql,rocket,0.5315642458100559
CMJ,local_gaussian,mrseql,rocket,0.532122905027933
CMJ,local_gaussian,cam,rocket,0.6181564245810056
CMJ,local_gaussian,GS,rocket,0.6511173184357542
CMJ,local_gaussian,IG,rocket,0.6539106145251398
CMJ,local_gaussian,lime_rocket,rocket,0.5567039106145252
CMJ,local_gaussian,random2020,rocket,0.5891061452513966
CMJ,original_gaussian,lime_mrseql,rocket,0.7748603351955308
CMJ,original_gaussian,mrseql,rocket,0.7558659217877095
CMJ,original_gaussian,cam,rocket,0.8083798882681565
CMJ,original_gaussian,GS,rocket,0.8480446927374303
CMJ,original_gaussian,IG,rocket,0.8541899441340781
CMJ,original_gaussian,lime_rocket,rocket,0.8078212290502795
CMJ,original_gaussian,random2020,rocket,0.787709497206704
CMJ,global_gaussian,lime_mrseql,resnet,0.44273743016759776
CMJ,global_gaussian,mrseql,resnet,0.42541899441340786
CMJ,global_gaussian,cam,resnet,0.4544692737430168
CMJ,global_gaussian,GS,resnet,0.4656424581005587
CMJ,global_gaussian,IG,resnet,0.48463687150837986
CMJ,global_gaussian,lime_rocket,resnet,0.46117318435754195
CMJ,global_gaussian,random2020,resnet,0.4131284916201118
CMJ,local_gaussian,lime_mrseql,resnet,0.42737430167597756
CMJ,local_gaussian,mrseql,resnet,0.40893854748603353
CMJ,local_gaussian,cam,resnet,0.47877094972067036
CMJ,local_gaussian,GS,resnet,0.5072625698324023
CMJ,local_gaussian,IG,resnet,0.5407821229050279
CMJ,local_gaussian,lime_rocket,resnet,0.43854748603351956
CMJ,local_gaussian,random2020,resnet,0.41229050279329615
CMJ,original_gaussian,lime_mrseql,resnet,0.5829608938547486
CMJ,original_gaussian,mrseql,resnet,0.5695530726256983
CMJ,original_gaussian,cam,resnet,0.6449720670391063
CMJ,original_gaussian,GS,resnet,0.6203910614525139
CMJ,original_gaussian,IG,resnet,0.6332402234636871
CMJ,original_gaussian,lime_rocket,resnet,0.6064245810055866
CMJ,original_gaussian,random2020,resnet,0.514804469273743
CMJ,global_gaussian,lime_mrseql,knn,0.5544692737430168
CMJ,global_gaussian,mrseql,knn,0.5986033519553073
CMJ,global_gaussian,cam,knn,0.6840782122905028
CMJ,global_gaussian,GS,knn,0.6611731843575419
CMJ,global_gaussian,IG,knn,0.61536312849162
CMJ,global_gaussian,lime_rocket,knn,0.6449720670391063
CMJ,global_gaussian,random2020,knn,0.7259776536312849
CMJ,local_gaussian,lime_mrseql,knn,0.5583798882681564
CMJ,local_gaussian,mrseql,knn,0.5488826815642458
CMJ,local_gaussian,cam,knn,0.6248603351955306
CMJ,local_gaussian,GS,knn,0.6360335195530726
CMJ,local_gaussian,IG,knn,0.6449720670391063
CMJ,local_gaussian,lime_rocket,knn,0.6768156424581006
CMJ,local_gaussian,random2020,knn,0.7013966480446927
CMJ,original_gaussian,lime_mrseql,knn,0.9195530726256983
CMJ,original_gaussian,mrseql,knn,0.91731843575419
CMJ,original_gaussian,cam,knn,0.9162011173184358
CMJ,original_gaussian,GS,knn,0.918435754189944
CMJ,original_gaussian,IG,knn,0.9167597765363129
CMJ,original_gaussian,lime_rocket,knn,0.9223463687150838
CMJ,original_gaussian,random2020,knn,0.9162011173184357
CMJ,global_gaussian,lime_mrseql,MrSEQLClassifier,0.43715083798882687
CMJ,global_gaussian,mrseql,MrSEQLClassifier,0.44720670391061457
CMJ,global_gaussian,cam,MrSEQLClassifier,0.5762569832402236
CMJ,global_gaussian,GS,MrSEQLClassifier,0.626536312849162
CMJ,global_gaussian,IG,MrSEQLClassifier,0.6405027932960895
CMJ,global_gaussian,lime_rocket,MrSEQLClassifier,0.5047486033519553
CMJ,global_gaussian,random2020,MrSEQLClassifier,0.5516759776536313
CMJ,local_gaussian,lime_mrseql,MrSEQLClassifier,0.5469273743016759
CMJ,local_gaussian,mrseql,MrSEQLClassifier,0.524022346368715
CMJ,local_gaussian,cam,MrSEQLClassifier,0.6659217877094972
CMJ,local_gaussian,GS,MrSEQLClassifier,0.7039106145251397
CMJ,local_gaussian,IG,MrSEQLClassifier,0.7351955307262569
CMJ,local_gaussian,lime_rocket,MrSEQLClassifier,0.5916201117318436
CMJ,local_gaussian,random2020,MrSEQLClassifier,0.6849162011173184
CMJ,original_gaussian,lime_mrseql,MrSEQLClassifier,0.9441340782122906
CMJ,original_gaussian,mrseql,MrSEQLClassifier,0.9441340782122905
CMJ,original_gaussian,cam,MrSEQLClassifier,0.9452513966480447
CMJ,original_gaussian,GS,MrSEQLClassifier,0.9430167597765363
CMJ,original_gaussian,IG,MrSEQLClassifier,0.9474860335195531
CMJ,original_gaussian,lime_rocket,MrSEQLClassifier,0.9486033519553074
CMJ,original_gaussian,random2020,MrSEQLClassifier,0.9396648044692737
