dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,0,1.0
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,10,1.0
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,20,0.77
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,30,0.6
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,40,0.59
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,50,0.59
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,60,0.59
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,70,0.59
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,80,0.58
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,90,0.58
SmallMiddle_CAR,local_mean,mrseql-shap,rocket,100,0.58
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,0,1.0
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,10,1.0
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,20,0.97
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,30,0.81
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,40,0.53
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,50,0.44
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,60,0.44
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,70,0.4
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,80,0.48
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,90,0.41
SmallMiddle_CAR,global_mean,mrseql-shap,rocket,100,0.42
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,0,1.0
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,10,1.0
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,20,0.83
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,30,0.68
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,40,0.5
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,50,0.48
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,60,0.46
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,70,0.49
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,80,0.53
SmallMiddle_CAR,global_gaussian,mrseql-shap,rocket,90,0.5
