dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
Coffee,local_mean,mrseql-shap,rocket,0.7910714285714286
Coffee,global_mean,mrseql-shap,rocket,0.5053571428571428
Coffee,global_gaussian,mrseql-shap,rocket,0.4910714285714286
Coffee,local_gaussian,mrseql-shap,rocket,0.6392857142857142
Coffee,local_mean,mrseql-shap,resnet,0.6178571428571429
Coffee,global_mean,mrseql-shap,resnet,0.6285714285714287
Coffee,global_gaussian,mrseql-shap,resnet,0.5321428571428571
Coffee,local_gaussian,mrseql-shap,resnet,0.49285714285714277
Coffee,local_mean,mrseql-shap,knn,0.7982142857142858
Coffee,global_mean,mrseql-shap,knn,0.5696428571428571
Coffee,global_gaussian,mrseql-shap,knn,0.5446428571428571
Coffee,local_gaussian,mrseql-shap,knn,0.6321428571428571
Coffee,local_mean,mrseql-shap,MrSEQLClassifier,0.5767857142857143
Coffee,global_mean,mrseql-shap,MrSEQLClassifier,0.4910714285714286
Coffee,global_gaussian,mrseql-shap,MrSEQLClassifier,0.4910714285714286
Coffee,local_gaussian,mrseql-shap,MrSEQLClassifier,0.4624999999999999
Coffee,local_mean,mrseql-shap,weasel,0.7160714285714285
Coffee,global_mean,mrseql-shap,weasel,0.5267857142857143
Coffee,global_gaussian,mrseql-shap,weasel,0.5125
Coffee,local_gaussian,mrseql-shap,weasel,0.7089285714285714
