dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
Coffee,global_gaussian,lime_mrseql,rocket,0,1.0
Coffee,global_gaussian,lime_mrseql,rocket,10,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,20,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,30,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,40,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,50,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,60,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,70,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,80,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,90,0.4642857142857143
Coffee,global_gaussian,lime_mrseql,rocket,100,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,0,1.0
Coffee,global_gaussian,mrseql,rocket,10,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,20,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,30,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,40,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,50,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,60,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,70,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,80,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,90,0.4642857142857143
Coffee,global_gaussian,mrseql,rocket,100,0.4642857142857143
Coffee,global_gaussian,cam,rocket,0,1.0
Coffee,global_gaussian,cam,rocket,10,0.4642857142857143
Coffee,global_gaussian,cam,rocket,20,0.4642857142857143
Coffee,global_gaussian,cam,rocket,30,0.4642857142857143
Coffee,global_gaussian,cam,rocket,40,0.4642857142857143
Coffee,global_gaussian,cam,rocket,50,0.4642857142857143
Coffee,global_gaussian,cam,rocket,60,0.4642857142857143
Coffee,global_gaussian,cam,rocket,70,0.4642857142857143
Coffee,global_gaussian,cam,rocket,80,0.4642857142857143
Coffee,global_gaussian,cam,rocket,90,0.4642857142857143
Coffee,global_gaussian,cam,rocket,100,0.4642857142857143
Coffee,global_gaussian,GS,rocket,0,1.0
Coffee,global_gaussian,GS,rocket,10,0.4642857142857143
Coffee,global_gaussian,GS,rocket,20,0.4642857142857143
