dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
CMJ,local_mean,lime_mrseql,weasel,0,0.9664804469273743
CMJ,local_mean,lime_mrseql,weasel,10,0.9050279329608939
CMJ,local_mean,lime_mrseql,weasel,20,0.6424581005586593
CMJ,local_mean,lime_mrseql,weasel,30,0.5083798882681564
CMJ,local_mean,lime_mrseql,weasel,40,0.37988826815642457
CMJ,local_mean,lime_mrseql,weasel,50,0.3240223463687151
CMJ,local_mean,lime_mrseql,weasel,60,0.329608938547486
CMJ,local_mean,lime_mrseql,weasel,70,0.329608938547486
CMJ,local_mean,lime_mrseql,weasel,80,0.329608938547486
CMJ,local_mean,lime_mrseql,weasel,90,0.329608938547486
CMJ,local_mean,lime_mrseql,weasel,100,0.329608938547486
CMJ,local_mean,mrseql,weasel,0,0.9664804469273743
CMJ,local_mean,mrseql,weasel,10,0.9162011173184358
CMJ,local_mean,mrseql,weasel,20,0.7597765363128491
CMJ,local_mean,mrseql,weasel,30,0.6424581005586593
CMJ,local_mean,mrseql,weasel,40,0.5251396648044693
CMJ,local_mean,mrseql,weasel,50,0.4134078212290503
CMJ,local_mean,mrseql,weasel,60,0.35195530726256985
CMJ,local_mean,mrseql,weasel,70,0.33519553072625696
CMJ,local_mean,mrseql,weasel,80,0.329608938547486
CMJ,local_mean,mrseql,weasel,90,0.329608938547486
CMJ,local_mean,mrseql,weasel,100,0.329608938547486
CMJ,local_mean,cam,weasel,0,0.9664804469273743
CMJ,local_mean,cam,weasel,10,0.9664804469273743
CMJ,local_mean,cam,weasel,20,0.9497206703910615
CMJ,local_mean,cam,weasel,30,0.9106145251396648
CMJ,local_mean,cam,weasel,40,0.6703910614525139
CMJ,local_mean,cam,weasel,50,0.5921787709497207
CMJ,local_mean,cam,weasel,60,0.45251396648044695
CMJ,local_mean,cam,weasel,70,0.36312849162011174
CMJ,local_mean,cam,weasel,80,0.33519553072625696
CMJ,local_mean,cam,weasel,90,0.329608938547486
CMJ,local_mean,cam,weasel,100,0.329608938547486
CMJ,local_mean,GS,weasel,0,0.9664804469273743
CMJ,local_mean,GS,weasel,10,0.9608938547486033
CMJ,local_mean,GS,weasel,20,0.9497206703910615
CMJ,local_mean,GS,weasel,30,0.9273743016759777
CMJ,local_mean,GS,weasel,40,0.8491620111731844
CMJ,local_mean,GS,weasel,50,0.7094972067039106
CMJ,local_mean,GS,weasel,60,0.5195530726256983
CMJ,local_mean,GS,weasel,70,0.3575418994413408
CMJ,local_mean,GS,weasel,80,0.329608938547486
CMJ,local_mean,GS,weasel,90,0.329608938547486
CMJ,local_mean,GS,weasel,100,0.329608938547486
CMJ,local_mean,IG,weasel,0,0.9664804469273743
CMJ,local_mean,IG,weasel,10,0.9608938547486033
CMJ,local_mean,IG,weasel,20,0.9497206703910615
CMJ,local_mean,IG,weasel,30,0.8491620111731844
CMJ,local_mean,IG,weasel,40,0.7541899441340782
CMJ,local_mean,IG,weasel,50,0.6201117318435754
CMJ,local_mean,IG,weasel,60,0.5027932960893855
CMJ,local_mean,IG,weasel,70,0.3407821229050279
CMJ,local_mean,IG,weasel,80,0.329608938547486
CMJ,local_mean,IG,weasel,90,0.329608938547486
CMJ,local_mean,IG,weasel,100,0.329608938547486
CMJ,local_mean,lime_rocket,weasel,0,0.9664804469273743
CMJ,local_mean,lime_rocket,weasel,10,0.9385474860335196
CMJ,local_mean,lime_rocket,weasel,20,0.7988826815642458
CMJ,local_mean,lime_rocket,weasel,30,0.6536312849162011
CMJ,local_mean,lime_rocket,weasel,40,0.5307262569832403
CMJ,local_mean,lime_rocket,weasel,50,0.48044692737430167
