dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
CMJ,global_mean,lime_mrseql,rocket,0,0.9664804469273743
CMJ,global_mean,lime_mrseql,rocket,10,0.664804469273743
CMJ,global_mean,lime_mrseql,rocket,20,0.5586592178770949
CMJ,global_mean,lime_mrseql,rocket,30,0.4301675977653631
CMJ,global_mean,lime_mrseql,rocket,40,0.4022346368715084
CMJ,global_mean,lime_mrseql,rocket,50,0.4245810055865922
CMJ,global_mean,lime_mrseql,rocket,60,0.41899441340782123
CMJ,global_mean,lime_mrseql,rocket,70,0.4301675977653631
CMJ,global_mean,lime_mrseql,rocket,80,0.37988826815642457
CMJ,global_mean,lime_mrseql,rocket,90,0.3407821229050279
CMJ,global_mean,lime_mrseql,rocket,100,0.33519553072625696
CMJ,global_mean,mrseql,rocket,0,0.9664804469273743
CMJ,global_mean,mrseql,rocket,10,0.7653631284916201
CMJ,global_mean,mrseql,rocket,20,0.6201117318435754
CMJ,global_mean,mrseql,rocket,30,0.547486033519553
CMJ,global_mean,mrseql,rocket,40,0.5195530726256983
CMJ,global_mean,mrseql,rocket,50,0.4860335195530726
CMJ,global_mean,mrseql,rocket,60,0.6312849162011173
CMJ,global_mean,mrseql,rocket,70,0.6927374301675978
CMJ,global_mean,mrseql,rocket,80,0.5977653631284916
CMJ,global_mean,mrseql,rocket,90,0.4748603351955307
CMJ,global_mean,mrseql,rocket,100,0.33519553072625696
CMJ,global_mean,cam,rocket,0,0.9664804469273743
CMJ,global_mean,cam,rocket,10,0.9385474860335196
CMJ,global_mean,cam,rocket,20,0.8659217877094972
CMJ,global_mean,cam,rocket,30,0.6983240223463687
CMJ,global_mean,cam,rocket,40,0.6424581005586593
CMJ,global_mean,cam,rocket,50,0.6312849162011173
CMJ,global_mean,cam,rocket,60,0.5865921787709497
CMJ,global_mean,cam,rocket,70,0.5195530726256983
CMJ,global_mean,cam,rocket,80,0.45251396648044695
CMJ,global_mean,cam,rocket,90,0.40782122905027934
CMJ,global_mean,cam,rocket,100,0.33519553072625696
CMJ,global_mean,GS,rocket,0,0.9664804469273743
CMJ,global_mean,GS,rocket,10,0.9385474860335196
CMJ,global_mean,GS,rocket,20,0.8938547486033519
CMJ,global_mean,GS,rocket,30,0.8659217877094972
CMJ,global_mean,GS,rocket,40,0.7821229050279329
CMJ,global_mean,GS,rocket,50,0.7318435754189944
CMJ,global_mean,GS,rocket,60,0.6480446927374302
CMJ,global_mean,GS,rocket,70,0.5754189944134078
CMJ,global_mean,GS,rocket,80,0.5251396648044693
CMJ,global_mean,GS,rocket,90,0.4581005586592179
CMJ,global_mean,GS,rocket,100,0.33519553072625696
CMJ,global_mean,IG,rocket,0,0.9664804469273743
CMJ,global_mean,IG,rocket,10,0.9441340782122905
CMJ,global_mean,IG,rocket,20,0.9106145251396648
CMJ,global_mean,IG,rocket,30,0.8994413407821229
CMJ,global_mean,IG,rocket,40,0.8156424581005587
CMJ,global_mean,IG,rocket,50,0.7821229050279329
CMJ,global_mean,IG,rocket,60,0.6703910614525139
CMJ,global_mean,IG,rocket,70,0.5921787709497207
CMJ,global_mean,IG,rocket,80,0.5083798882681564
CMJ,global_mean,IG,rocket,90,0.4301675977653631
CMJ,global_mean,IG,rocket,100,0.33519553072625696
CMJ,global_mean,random2020,rocket,0,0.9664804469273743
CMJ,global_mean,random2020,rocket,10,0.664804469273743
CMJ,global_mean,random2020,rocket,20,0.6480446927374302
CMJ,global_mean,random2020,rocket,30,0.6480446927374302
CMJ,global_mean,random2020,rocket,40,0.6536312849162011
CMJ,global_mean,random2020,rocket,50,0.6536312849162011
CMJ,global_mean,random2020,rocket,60,0.6536312849162011
